wn_synset,bn:id,pos,lemmata EN,definition,lemmata IT,is it related to music?
,bn:00852162n,,"level, tonal_step, tonality_level, root_progression, foundation_note, shift_of_level, shift_of_level_principle, shifts_of_level","A level, also ""tonality level"", Gerhard Kubik's ""tonal step,"" ""tonal block,"" and John Blacking's ""root progression,"" is an important melodic and harmonic progression where melodic material shifts between a whole tone above and a whole tone below the tonal center.",,YES
,bn:00911030n,,layali,"Layālī is a style of unmetered modal improvisation, based on a maqam, performed by a singing voice in Arabic music.",layali,YES
,bn:00918010n,,"tahmilah, tahmila, tahmeelah, tahmeela",A taḥmīlah is a type of instrumental piece in Arabic music.,tahmilah,YES
,bn:00923162n,,"ranat_thum, ranad_tum, ranad_thum, ranad-thume",The ranat thum is a low pitched xylophone used in the music of Thailand.,ranat_thum,YES
,bn:00932230n,,"transcription_disc, transcription_discs","A transcription disc is a special phonograph record intended for, or recorded from, a radio broadcast.",,YES
,bn:00942891n,,musical_expression,Musical expression is the art of playing or singing with a personal response to the music.,espressione_musicale,YES
,bn:00948784n,,tungsten,A Tungsten or Tungs-Tone is a type of phonograph stylus.,tungsten,YES
,bn:00951626n,,"needle_drop, needledrop, vinyl_rip, needle-drop",A needle drop is a version of a music album that has been transferred from a vinyl record to digital audio or other formats.,,YES
,bn:00952798n,,"graphical_sound, drawn_sound, graphische_tonerzeugung, suono_disegnato, son_dessiné",Graphical sound or drawn sound is a sound recording created from images drawn directly onto film or paper that were then played back using a sound system.,suono_grafico,YES
,bn:00972185n,,kertok,Kertok is a type of musical ensemble that consists of the xylophone played in traditional Malay functions/an instrument.,kertok,YES
,bn:00972325n,,"roneat_ek, ronneat_rut",The Roneat Ek or Roneat Aek is a xylophone used in the Khmer classical music of Cambodia.,"roneat_ek, ronneat_rut",YES
,bn:00973402n,,"roneat_dek, roneat_thong","The roneat dek is a Cambodian metallophone, comparible to the Roneat ek.","roneat_dek, roneat_thong",YES
,bn:00973543n,,roneat_thung,The Roneat Thung or Roneat Thum is a low-pitched xylophone used in the Khmer classical music of Cambodia.,roneat_thung,YES
wn:03039015n,bn:00019615n,n,"clavier, Klavier",a stringed instrument that has a keyboard," clavicembalo (fino al 18.sec.), pianoforte, piano (dal 19.sec.)",YES
wn:03694639n,bn:00049539n,n,"LP, L-P",a long-playing phonograph record; designed to be played at 33.3 rpm,"33_giri, ellepi, l.p., long-playing, long_playing, long_play, lp, microsolco, trentatre_giri",YES
wn:00546070n,bn:00000166n,n,"a_cappella_singing, a_capella_singing",singing without instrumental accompaniment,a_cappella,YES
wn:02252352a,bn:00096108a,a,a_cappella,sung without instrumental accompaniment,a_cappella,YES
wn:07040939n,bn:00072745n,n,solo,a musical composition for one voice or instrument (with or without accompaniment),"a_solo, assolo",YES
wn:00393534v,bn:00087373v,v,"flatten, drop",lower the pitch of (musical notes),abbassare,YES
wn:00264927r,bn:00114100r,r,accelerando,with increasing speed,accelerando,YES
wn:06867345n,bn:00000693n,n,accidental,a musical notation that makes a note sharp or flat or natural although that is not part of the key signature,"accidente, alterazione",YES
wn:06692238n,bn:00042768n,n,hand,a round of applause to signify approval,acclamazione,YES
wn:06691989n,bn:00005053n,n,"applause, hand_clapping, clapping",a demonstration of approval by clapping the hands together,"acclamazione, applauso, battere_le_mani, battimani, battimano, ovazione, plauso",YES
wn:07031752n,bn:00000717n,n,"accompaniment, musical_accompaniment, backup, support",a musical part (vocal or instrumental) that supports or provides background for other musical parts,accompagnamento,YES
wn:07032206n,bn:00079528n,n,vamp,an improvised musical accompaniment,accompagnamento improvvisato,YES
wn:01728355v,bn:00082223v,v,"play_along, accompany, follow",perform an accompaniment to,accompagnare,YES
wn:02252053a,bn:00096272a,a,"accompanied, attended",playing or singing with instrumental or vocal accompaniment,accompagnato,YES
wn:09760913n,bn:00000720n,n,"accompanist, accompanyist",a person who provides musical accompaniment (usually on a piano),accompagnatore,YES
wn:01727354v,bn:00084943v,v,chord,play chords on (a string instrument),accordare,YES
wn:00482180v,bn:00084944v,v,"harmonize, harmonise, chord","bring into consonance, harmony, or accord while making music or singing","accordare, armonizzare, concertare, intonare",YES
wn:03151871a,bn:00108630a,a,pitched,(of sound) set to a certain pitch or key; usually used as a combining form,accordato,YES
wn:07065562n,bn:00000912n,n,"psychedelic_rock, acid_rock",a musical style that emerged in the 1960s; rock music inspired by or related to drug-induced experience,"acid-rock, acid_rock, musica_psichedelica, psychedelic_rock, rock_psichedelico",YES
wn:04990021n,bn:00071348n,n,"shrillness, stridence, stridency",having the timbre of a loud high-pitched sound,acutezza,YES
wn:01921639a,bn:00109594a,a,"reedy, wheezy",having a tone of a reed instrument,acuto,YES
wn:01214430a,bn:00110516a,a,"shrill, sharp",having or emitting a high-pitched and sharp tone or tones,"acuto, stridente, stridula, stridulo",YES
wn:07047804n,bn:00001237n,n,adagio,(music) a composition played in adagio tempo (slowly and gracefully),adagio,YES
wn:07038400n,bn:00005865n,n,"musical_arrangement, arrangement",a piece of music that has been adapted for performance by a particular set of voices or instruments,"adattamento, arrangiamento_musicale, arrangiamenti, arrangiamento, arrangiatore, arrangiatrice, riduzione",YES
wn:00084371n,bn:00001495n,n,"borrowing, adoption",the appropriation (of ideas or words etc) from another source,adozione,YES
wn:10077593n,bn:00013648n,n,"fan, buff, devotee, lover",an ardent follower and admirer,"aficionado, amante, amatore, ammiratore, appassionato, entusiasta, fan, patito, habitué",YES
wn:09776807n,bn:00001806n,n,aficionado,a serious devotee of some particular music genre or musical performer,"aficionado, appassionato, fan",YES
wn:13977366n,bn:00021212n,n,"disturbance, disruption, commotion, flutter, hurly_burly, to-do, hoo-ha, hoo-hah, kerfuffle",a disorderly outburst or tumult,"agitazione, commozione, fermento, kerfuffle, rivolgimento, sconvolgimento, sommovimento, tumulto, turbamento",YES
wn:06591815n,bn:00002488n,n,"album, record_album",one or more recordings issued together; originally released on 12-inch phonograph records (usually with attractive record covers) and later on cassette audiotape and compact disc,"album_discografici, album_discografico, album_in_studio, album_musicale, album_musicali, album_studio, album, raccolta_musicale",YES
wn:06592078n,bn:00021548n,n,concept_album,an album whose recordings are unified by some theme (instrumental or lyrical or narrative or compositional),"album_tematico, concept-album, concept_album",YES
wn:06592421n,bn:00009907n,n,"tribute_album, benefit_album",concept album compiling a performer's work or work supporting some worthy cause,album_tributo,YES
wn:06865049n,bn:00002805n,n,alla_breve,a musical time signature indicating two or four half notes to a measure,alla_breve,YES
wn:15264891n,bn:00002825n,n,allegretto,a quicker tempo than andante but not as fast as allegro,allegretto,YES
wn:07039949n,bn:00002826n,n,allegretto,a musical composition or musical passage to be performed at a somewhat quicker tempo than andante but not as fast as allegro,allegretto,YES
wn:00982170a,bn:00096825a,a,allegretto,(of tempo) faster than allegro,allegretto,YES
wn:00270581r,bn:00114226r,r,allegretto,in a moderately quick tempo,allegretto,YES
wn:15265021n,bn:00002827n,n,allegro,a brisk and lively tempo,allegro,YES
wn:07039770n,bn:00002828n,n,allegro,a musical composition or musical passage to be performed quickly in a brisk lively manner,allegro,YES
wn:00982065a,bn:00096826a,a,allegro,(of tempo) fast,allegro,YES
wn:00270713r,bn:00114227r,r,allegro,in a quick and lively tempo,allegro,YES
wn:06693655n,bn:00042676n,n,hallelujah,a shout or song of praise to God,"alleluia, alleluja, halleluia, halleluyah, lodate_iah",YES
wn:09786115n,bn:00003145n,n,alto,a singer whose voice lies in the alto clef,"alto, contralto",YES
wn:09786226n,bn:00003152n,n,"alto_saxophonist, altoist",a musician who plays the alto saxophone,altosassofonista,YES
wn:00393398v,bn:00093582v,v,sharpen,raise the pitch of (musical notes),alzare_di_un_semitono,YES
wn:07059962n,bn:00063557n,n,"pop_music, pop",music of general appeal to teenagers; a bland watered-down version of rock'n'roll with more rhythm and harmony and an emphasis on romantic love,"am_pop, musica_commerciale, musica_pop, musica_semplice, pop-classica, pop_band, pop_music, pop",YES
wn:07020895n,bn:00056443n,n,music,an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner,"amante_della_musica, appassionato_di_musica, melomane, musica",YES
wn:02700895n,bn:00003237n,n,Amati,a violin made by Nicolo Amati or a member of his family,Amati,YES
wn:01502099a,bn:00112965a,a,"unmelodious, unmelodic, unmusical",lacking melody,amelodico,YES
wn:15265219n,bn:00003939n,n,andante,a moderately slow tempo (a walking pace),andante,YES
wn:07040148n,bn:00003940n,n,andante,a musical composition or musical passage to be performed moderately slow,andante,YES
wn:00982954a,bn:00097069a,a,andante,(of tempo) moderately slow,andante,YES
wn:00267812r,bn:00114284r,r,andante,at a moderately slow tempo,andante,YES
wn:07048928n,bn:00004526n,n,anthem,a song of devotion or loyalty (as to a nation or school),"anthem, inno",YES
wn:07033245n,bn:00004714n,n,"antiphon, antiphony",a verse or song to be chanted or sung in response,antifona,YES
wn:02630519a,bn:00097251a,a,"antiphonary, antiphonal",relating to or resembling an antiphon or antiphony,antifonale,YES
wn:07048782n,bn:00004716n,n,antiphony,alternate (responsive) singing by a choir in two parts,antifonia,YES
wn:01237398v,bn:00085036v,v,clap,strike together so as to produce a sharp percussive noise,applauso,YES
wn:07049514n,bn:00005624n,n,aria,an elaborate song for solo voice,aria,YES
wn:07028373n,bn:00002191n,n,"tune, melody, air, strain, melodic_line, line, melodic_phrase",a succession of notes forming a distinctive sequence,"aria, canto, linea_melodica, melodia, melodie",YES
wn:07049634n,bn:00005638n,n,"arietta, short_aria",a short aria,"arietta, motivetto",YES
wn:07087508n,bn:00005646n,n,arioso,(music) a short recitative that is melodic but is not an aria,arioso,YES
wn:01501505a,bn:00097492a,a,"ariose, songlike",having a melody (as distinguished from recitative),arioso,YES
wn:07027180n,bn:00043029n,n,"harmony, musical_harmony",the structure of music with respect to the composition and progression of chords,armonia,YES
wn:03597916n,bn:00048180n,n,"jew's_harp, jews'_harp, mouth_bow",a small lyre-shaped musical instrument that is placed between the teeth and played by twanging a wire tongue while changing the shape of the mouth cavity,"armonica, marranzano, murchanga, scacciapensieri",YES
wn:00134727r,bn:00115601r,r,harmonically,with respect to harmony,"armonicamente, armoniosamente, musicalmente",YES
wn:04988078n,bn:00043016n,n,harmonic,any of a series of musical tones whose frequencies are integral multiples of the frequency of a fundamental,"armonici, suoni_armonici",YES
wn:02737772a,bn:00103976a,a,harmonic,of or relating to harmony as distinct from melody and rhythm,armonico,YES
wn:01502195a,bn:00106586a,a,"tuneful, melodious",having a musical sound; especially a pleasing tune,"armonioso, intonato, melodioso, musicale",YES
wn:03494537n,bn:00043028n,n,"harmonium, organ, reed_organ",a free-reed instrument in which air is forced through the reeds by bellows,"armonium, armonio, harmonium, organo_a_pompa, organo_ad_aria_compressa",YES
wn:01707306v,bn:00089216v,v,"harmonize, harmonise",write a harmony for,armonizzare,YES
wn:01706889v,bn:00089217v,v,"harmonize, harmonise",sing or play in harmony,armonizzare,YES
wn:07027458n,bn:00043024n,n,"harmonization, harmonisation",a piece of harmonized music,armonizzazione,YES
wn:01253778n,bn:00043025n,n,"harmonization, harmonisation",singing in harmony,armonizzazione,YES
wn:01732713v,bn:00089223v,v,harp,play the harp,arpa,YES
wn:03495258n,bn:00043043n,n,harp,a chordophone that has a triangular frame consisting of a sounding board and a pillar and a curved neck; the strings stretched between the neck and the soundbox are plucked with the fingers,"arpa, arpe",YES
wn:02682407n,bn:00001644n,n,"aeolian_harp, aeolian_lyre, wind_harp",a harp having strings tuned in unison; they sound when wind passes over them,arpa_eolia,YES
wn:10160770n,bn:00043046n,n,"harpist, harper",someone who plays the harp,"arpeggiatore, arpista, suonatore_d'arpa",YES
wn:06869610n,bn:00005858n,n,arpeggio,a chord whose notes are played in rapid succession rather than simultaneously,arpeggio,YES
wn:00939628n,bn:00005866n,n,"arrangement, arranging, transcription",the act of arranging and adapting a piece of music,"arrangiamento, trascrizione",YES
