wn_synset,bn:id,pos,lemmata EN,definition,is it related to music?
,bn:01072777n,n,"galant_style, gallantry, galant, stile_galant","The galant style was an 18th-century movement in music, visual arts and literature.",YES
,bn:01073340n,n,"lyric_soprano, light_lyric_soprano, light-lyric_soprano, full_lyric_soprano, soprano_lirico, lyric_sopranos","A lyric soprano is a type of operatic soprano voice that has a warm quality with a bright, full timbre that can be heard over an orchestra.",YES
,bn:01073954n,n,"power_metal, epic_metal, elf_metal, nwoshm, powermetal, christian_power_metal, folk-power_metal, blackened_power_metal, new_wave_of_swedish_heavy_metal, disney_metal, thrash-power_metal, power-metal, flower_metal, prog-power_metal","Power metal is a subgenre of heavy metal combining characteristics of traditional heavy metal with speed metal, often within symphonic context.",CHECK
,bn:01073979n,n,"dancehall, dancehall_music, bashment_soca, dancehall_reggae, bhangramuffin, bashment, reggae_dancehall, bhangra-wine",Dancehall is a genre of Jamaican popular music that originated in the late 1970s.,CHECK
,bn:01074056n,n,"worldbeat, world_beat",Worldbeat is a music genre that blends pop music or rock music with world music or traditional music.,CHECK
,bn:01074096n,n,"space_rock, spacerock, space-rock, space_metal, space_rocks","Space rock is a genre characterized by loose and lengthy song structures centered on instrumental textures that typically produce a hypnotic, otherworldly sound.",CHECK
,bn:01074693n,n,dojo,The dojo is a hybrid instrument designed as a cross between the Dobro-style guitar and the banjo.,YES
,bn:01074720n,n,"demo, demo_tape, demo_ii, demo_recordings, demo_tapes, demo_record, music_demo, demo_cassette, demo_recording, song_demo, demotape, demo_album, demonstration_record","A demo is a song or group of songs recorded for limited circulation or for reference use, rather than for general public release.",YES
,bn:01076598n,n,pyeongtaek_nongak,Pyeongtaek nongak is a nongak or Korean farmer's music which has been performed and handed down in the Pyeongtaek region of Gyeonggi Province.,CHECK
,bn:01076834n,n,"d♭_tuning, c♯_tuning, d-flat_tuning, db_tuning","D♭ tuning, also called C♯ tuning, is an alternative guitar tuning.",YES
,bn:01077110n,n,"honorific_nicknames_in_popular_music, pop_princess, goddess_of_pop, the_queen_of_pop, asia's_romantic_balladeer, king_of_pop,_rock_and_soul, king_of_funk, godfather_of_punk, king_of_country_music, queen_of_tejano_music, r&b_princess, king_of_latin_pop, the_king_of_r&b, list_of_honorific_titles_in_popular_music, godfather_of_britpop, asia's_phoenix, prince_of_pop, godfather_of_rocksteady, king_of_japanese_pop, musician_nicknames, queen_of_country_music, queen_of_country, king_of_cantopop, king_of_soul, the_songstress_of_the_century, king_of_rap, the_queen_of_slovak_pop_music, first_family_of_soul, popstar_royalty, queen_of_disco, king_of_the_jukebox, god_of_songs, king_of_country, his_purple_majesty, king_of_folk, king_of_pop, the_godfather_of_go-go, princess_of_r&b, the_princess_of_pop, popular_music_royality, godfather_of_rap, the_king_of_rock_and_roll, king_of_bhangra, king_of_k-pop, king_of_chinese_pop, godfather_of_heavy_metal, royal_family_of_pop, king_of_r&b, queen_of_r&b, architect_of_rock_and_roll, his_royal_badness, queen_of_rock_and_roll, honorific_titles_in_popular_music","Honorific nicknames in popular music are terms used, most often in the media or by fans, to indicate the significance of an artist, and are often religious, familial, or royal and aristocratic titles, used metaphorically.",YES
,bn:01078513n,n,"pinoy_reggae, filipino_reggae",Filipino reggae or Pinoy reggae is reggae music created in the Philippines.,CHECK
,bn:01080308n,n,soprano_sfogato,Soprano sfogato is a contralto or mezzo-soprano who is capable—by sheer industry or natural talent—of extending their upper range and being able to encompass the coloratura soprano tessitura.,YES
,bn:01082099n,n,"stev, kveder, gamle-stev",Stev is a form of Norwegian folk song consisting of four line lyric stanzas.,CHECK
,bn:01082469n,n,"baggy, baggy_/_madchester","Baggy was a name given to a British indie-dance genre popular in the late 1980s and early 1990s, with many of the artists referred to as ""baggy"" being bands from the Madchester scene.",CHECK
,bn:01083696n,n,"contra_dance, contradance, contra-dance, contra_dances, contra_dancing, contredance, contre-dance, contredances, contra_dance_music, kontretanz, contredanse, contra, techno_contra",Contra dance is a folk dance made up of long lines of couples.,CHECK
,bn:01085400n,n,"stomp_progression, stomp_strain","In music and jazz harmony, the Stomp progression is an eight-bar chord progression named for its use in the ""stomp"" section of the composition ""King Porter Stomp"" by Jelly Roll Morton.",YES
,bn:01087758n,n,"thematic_transformation, thematic_metamorphosis, theme_transformation, thematic_development","Thematic transformation is a musical technique in which a leitmotif, or theme, is developed by changing the theme by using permutation, augmentation, diminution, and fragmentation.",YES
,bn:01090327n,n,"ye-ye, yé-yé, iê-iê-iê, yeye, yeye_music, ye-yé, ye_ye, yéyé, yé_yé",Yé-yé was a style of pop music that emerged from Southern Europe in the early 1960s.,CHECK
,bn:01094790n,n,"powerviolence, power_violence, powercore, power-violence, power_hardcore, extreme_hardcore",Powerviolence is an extremely dissonant and fast subgenre of hardcore punk which is closely related to thrashcore and grindcore.,CHECK
,bn:01095264n,n,"indipop, indian_pop, i-pop, indi-pop, popular_music_of_india, hindi_pop, indian_popular_music, indian_pop_music, hindipop","Indian pop music, also known as Indi-pop, I-pop, refers to pop music produced in India that is independent from filmi soundtracks for Indian cinema, such as the music of Bollywood, which tends to be more popular.",CHECK
,bn:01095477n,n,oversinging,"Oversinging is a term, sometimes derogatory, aimed at vocal styles that dominate the music they are performed in, including melisma and belting, and over-usage of embellishments on one sound.",YES
,bn:01095866n,n,ganga,"Ganga is a type of singing that originated from rural Bosnia and Herzegovina, Croatia, and Montenegro.",CHECK
,bn:01098549n,n,"chaconne, chacoon, ciaccone, ciacona, chacony, ciaconna, chacona, ciaccona, chaconde","A chaconne is a type of musical composition popular in the baroque era when it was much used as a vehicle for variation on a repeated short harmonic progression, often involving a fairly short repetitive bass-line which offers a compositional outline for variation, decoration, figuration and melodic invention.",YES
,bn:01099172n,n,"passacaglia, passacaille, passacaglio, passacaglie, pasacalles, passagallo, passecaille, passacagli, pasacalle",The passacaglia is a musical form that originated in early seventeenth-century Spain and is still used today by composers.,YES
,bn:01099724n,n,"arabesque, arabesk, arabesk_music, arabesque_music, arabesque-pop_music, turkish_arabesque_music_genre",Arabesque is a term created by Turkish musicologists for an Arabic style of music created in Turkey.,YES
,bn:01100058n,n,"summer_hit, hit_of_the_summer","In the entertainment industry, a summer hit is a song that is released and peaks in its popularity during summer.",YES
,bn:01100362n,n,"russian_guitar, semistrunka","The Russian guitar is an acoustic seven-string guitar that was developed in Russia toward the end of the 18th century: it shares most of its organological features with the Spanish guitar, although some historians insist on English guitar ascendancy.",YES
,bn:01102051n,n,"balafon, balafo, balaphone, sosso-bala, balafons, balophong, balafón, gyil, sosso_balafon, balophone, balafeu, balo, balas, balaphon, balafou, sosso_bala, balophon, bala, sosso_balaphone, balafonist","The balafon is a gourd-resonated xylophone, a type of struck idiophone.",YES
,bn:01103930n,n,"kumzits, kumzitz, kumsitz",Kumzits is a compound-word in Hebrew derived from the Yiddish words קום and זיץ.,YES
,bn:01104203n,n,"comedy_rock, comedy_metal, comedy_punk, funny_punk, parody_rock, comedy_folk, list_of_comedy_bands, humorcore",Comedy rock is rock music that is comedic in nature.,CHECK
,bn:01105458n,n,blues_scale,A musical scale having intervals that mutate between major and minor and used especially in jazz.,YES
,bn:01107435n,n,"backmasking, backmasked_message, music_reverse, back-masking, backward_message, backmask, backmasker, backwards_message, backward_masking, satanic_message, back_masking, backwards_guitar, backwards_music, reverse_music, reversed_music, backward_music, egassem_drawkcab, backward_messages, backward_guitar, congratulations,_you_have_just_discovered_the_secret_message, backwards_masking",Backmasking is a recording technique in which a sound or message is recorded backward onto a track that is meant to be played forward.,YES
,bn:01107891n,n,"moresca, danse_des_bouffons, morisca, moresque, les_bouffons, mauresque","For the Croatian sword dance, see Moreška.",YES
,bn:01111101n,n,"spectral_music, spectralist_school, spectral_school, spectralist, école_spectrale, spectral_composition, spectralism, spectral_technique, spectralist_composer",Spectral music uses the acoustic properties of sound – or sound spectra – as a basis for composition.,YES
,bn:01113476n,n,"folk_instrument, folk_instruments, traditional_instrument, people's_instrument, traditional_instruments, people's_instruments, ethnic_instrument",A folk instrument is a musical instrument that developed among common people and usually does not have a known inventor.,YES
,bn:01115270n,n,polish_reggae,Reggae is one of the most popular music genres in Poland.,CHECK
,bn:01118902n,n,twiddly_bits,Twiddly Bits is an English slang term.,YES
,bn:01122670n,n,"ryūteki, ryuteki, dragon_flute, ryuuteki",The ryūteki is a Japanese transverse fue made of bamboo.,YES
,bn:01124165n,n,"phaser, phase, phaseing, phasing, phased",A phaser is an electronic sound processor used to filter a signal by creating a series of peaks and troughs in the frequency spectrum.,YES
,bn:01126186n,n,ikembe,"Ikembe, is a type of musical instrument of the lamellaphone group, common amongst the Bahutu of Rwanda, Burundi and the Congo.",YES
,bn:01126223n,n,"moog_synthesizer, moog_modular_synthesizer, moog_synthesizers, moog_synthesiser, moog_modular, moog-synth, moog_apollo, moog_synth, moog_machine, moog_stand, moog_iii-c, moog_modular_v, moog_records, moog_modular_synthesiser, moog_modular_synthesizer_systems, moog_keyboard","Moog synthesizer may refer to any number of analog synthesizers designed by Robert Moog or manufactured by Moog Music, and is commonly used as a generic term for older-generation analog music synthesizers.",YES
,bn:01130189n,n,pipe_banner,A pipe banner is a decorative flag for the Scottish Highland bagpipes.,CHECK
